1614.3176,0.0,0.0,9d728619-3a98-44e3-a935-44220877fb81,logs/smile_adam_gamma.csv,193012823,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,0.1,1.0,0.85,2021-01-05 22:03:37.219456
588.1048,1.0,1.0,14f998bf-f023-435e-aeff-f631e5dc036b,logs/smile_adam_gamma.csv,193012823,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,0.3,1.0,0.85,2021-01-05 22:05:22.817068
481.11667,1.0,1.0,36454056-8c54-485c-bf99-e19e2291cf70,logs/smile_adam_gamma.csv,193012823,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,0.5,1.0,0.85,2021-01-05 22:15:17.337443
359.9448,1.0,1.0,e1090d55-bee2-406a-adc5-16a244c1d651,logs/smile_adam_gamma.csv,193012823,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,0.7,1.0,0.85,2021-01-05 22:15:21.415205
262.52536,1.0,1.0,acab2c8a-bdcc-4ebd-994b-6b968bee489b,logs/smile_adam_gamma.csv,193012823,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.0,1.0,0.85,2021-01-05 22:15:34.907996
241.04837,1.0,1.0,2eda23ca-7ff2-4cb5-b5e1-b7ae8bfbb824,logs/smile_adam_gamma.csv,193012823,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,1.0,0.85,2021-01-05 22:16:34.765484
265.84338,1.0,1.0,85256268-5ca1-444c-92f2-e29a6f21a7bf,logs/smile_adam_gamma.csv,193012823,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.5,1.0,0.85,2021-01-05 22:16:57.331006
261.63702,0.0,0.0,ba6457e8-dbea-487f-ae89-37a7dab8afc3,logs/smile_adam_gamma.csv,193012823,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,0.9,1.0,0.85,2021-01-05 22:17:14.728297
256.37265,1.0,1.0,4734bba9-3d1d-493d-9c5e-4d5bcca80c7c,logs/smile_adam_gamma.csv,193012823,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,2.0,1.0,0.85,2021-01-05 22:18:01.087185
1346.3575,0.0,0.0,f9e76616-038e-4189-b4bd-4b9a9abd9f51,logs/smile_adam_gamma.csv,235899598,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,0.1,1.0,0.85,2021-01-05 22:34:59.936230
963.4865,0.0,0.0,7e9dc9b8-1657-4b21-aa21-efc6ed1cad66,logs/smile_adam_gamma.csv,235899598,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,0.3,1.0,0.85,2021-01-05 22:35:52.877555
339.88834,1.0,1.0,a06e7e56-0739-4ea1-a39f-831237ea385d,logs/smile_adam_gamma.csv,235899598,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,0.5,1.0,0.85,2021-01-05 22:36:18.717874
