113.18446,0.27408227265441854,0.27387892376681616,ac56e8ca-a2a4-4706-9bf6-b2dbb7466091,logs/pc_snn_int_alpha.csv,193012823,NMNIST,2048-500-10,1e-06,20,0.5,128,30,0.95,1.15,1.0,0.2,100,2021-01-11 06:48:22.639673
77.16071,0.32191477588370504,0.3252242152466367,db6ec938-6be8-4291-b0c8-83f4dabec1b3,logs/pc_snn_int_alpha.csv,193012823,NMNIST,2048-500-10,1e-06,20,0.5,128,30,0.925,1.15,1.0,0.2,100,2021-01-11 07:27:42.876577
58.695786,0.4110680686363191,0.4230941704035873,1e999bcc-6120-4ce2-865f-2bf3274b2ce6,logs/pc_snn_int_alpha.csv,193012823,NMNIST,2048-500-10,1e-06,20,0.5,128,30,0.9,1.15,1.0,0.2,100,2021-01-11 07:31:49.546102
216.52502,0.26107729201969054,0.259304932735426,8c170c96-cf00-4f09-a6b2-977c9c0e09aa,logs/pc_snn_int_alpha.csv,193012823,NMNIST,2048-500-10,1e-06,20,0.5,128,30,0.975,1.15,1.0,0.2,100,2021-01-11 07:51:35.646217
1.523381,0.9711861280734371,0.9667040358744394,73b4da77-988f-4b78-b451-94aca3ae21a6,logs/pc_snn_int_alpha.csv,235899598,NMNIST,2048-500-100-10,0.0001,40,0.5,128,0.95,1.15,1.0,0.85,2021-01-13 01:20:17.365362
1.5236506,0.9716657443979837,0.9676008968609865,95ff24e7-ca25-4c55-a5fa-286b4560249a,logs/pc_snn_int_alpha.csv,8627169,NMNIST,2048-500-100-10,0.0001,40,0.5,128,0.95,1.15,1.0,0.85,2021-01-13 01:27:37.848111
1.5228894,0.9719424460959422,0.9684977578475337,e13efd9a-e609-49e5-8dd7-d1d4ecfba6fe,logs/pc_snn_int_alpha.csv,193012823,NMNIST,2048-500-100-10,0.0001,40,0.5,128,0.95,1.15,1.0,0.85,2021-01-13 01:29:24.217015
