257.46536,1.0,1.0,229614f9-0ab8-4dd7-8488-85336820a495,logs/smile_adam_thr.csv,193012823,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,0.5,0.85,2021-01-05 22:19:08.501125
255.08885,1.0,1.0,c6885b42-1047-42a7-9879-39f802c72e7a,logs/smile_adam_thr.csv,193012823,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,0.9,0.85,2021-01-05 22:19:33.038721
267.97842,1.0,1.0,c55b77a6-864a-4098-bc78-87a0d1df494c,logs/smile_adam_thr.csv,193012823,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,0.1,0.85,2021-01-05 22:20:02.832500
249.7723,0.0,0.0,06c78798-78da-4997-9919-15c8d6eb5a40,logs/smile_adam_thr.csv,193012823,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,0.8,0.85,2021-01-05 22:20:47.197001
252.84584,1.0,1.0,68da2826-11ad-4019-82a0-043d91f74ec7,logs/smile_adam_thr.csv,193012823,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,1.0,0.85,2021-01-05 22:21:27.737452
254.67055,1.0,1.0,9689ceac-1b19-4079-a3c3-c9ddc81216e8,logs/smile_adam_thr.csv,193012823,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,1.5,0.85,2021-01-05 22:21:38.965175
285.07355,1.0,1.0,d9d6df47-82a7-489e-89e0-89ecef4488e0,logs/smile_adam_thr.csv,235899598,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,0.5,0.85,2021-01-05 22:47:15.009995
284.75082,1.0,1.0,4d926e0b-2f5b-43a7-b228-9a8622ba8288,logs/smile_adam_thr.csv,235899598,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,0.1,0.85,2021-01-05 22:47:18.271239
248.63777,1.0,1.0,56df8afb-574a-4e22-848e-323eb75fb4e4,logs/smile_adam_thr.csv,235899598,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,0.8,0.85,2021-01-05 22:48:19.880194
257.88403,1.0,1.0,428e0057-a864-4432-8223-8e6e13df9e26,logs/smile_adam_thr.csv,235899598,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,1.5,0.85,2021-01-05 22:48:41.604282
245.0225,1.0,1.0,91d54670-b39e-41bb-ae7b-90f40b4fcb13,logs/smile_adam_thr.csv,235899598,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,0.9,0.85,2021-01-05 22:48:50.251904
275.537,1.0,1.0,2fac61a7-98d3-433d-bd5d-194862fe9a88,logs/smile_adam_thr.csv,235899598,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,1.0,0.85,2021-01-05 22:50:11.830918
268.9798,0.0,0.0,1d52698e-6e9a-4362-a280-5b32f0fe230f,logs/smile_adam_thr.csv,8627169,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,0.1,0.85,2021-01-05 23:12:04.434019
252.93355,1.0,1.0,583b85ef-abd8-4b9e-88a5-703df25fbd4f,logs/smile_adam_thr.csv,8627169,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,0.5,0.85,2021-01-05 23:12:12.399683
295.52673,1.0,1.0,bd3a10a1-8bb1-47f8-96d3-389deb39bc5c,logs/smile_adam_thr.csv,8627169,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,0.9,0.85,2021-01-05 23:14:31.049161
241.40948,1.0,1.0,9e3db8d5-6195-4fb2-8e6c-1205c5b0e64e,logs/smile_adam_thr.csv,8627169,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,0.8,0.85,2021-01-05 23:14:43.733472
248.72363,1.0,1.0,4c1c69df-6617-4965-bf11-64414d866f60,logs/smile_adam_thr.csv,8627169,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,1.5,0.85,2021-01-05 23:15:00.281233
284.07153,1.0,1.0,d13aec86-f32a-4fb9-8010-c120a10c1e33,logs/smile_adam_thr.csv,8627169,Smile,700-500-300-250,0.001,10000,1.5,128,0.875,1.15,1.0,0.85,2021-01-05 23:16:03.822866
