Wall time,Step,Value
1645939785.457826,256,2.547961457821657e-06
1645939873.029341,512,7.663868927920703e-06
1645939960.931519,768,1.2779775715898722e-05
1645940048.563708,1024,1.7895683413371444e-05
1645940143.407732,1280,2.301158929185476e-05
1645940231.077372,1536,2.8127496989327483e-05
1645940318.60553,1792,3.324340650578961e-05
1645940406.397088,2048,3.835931056528352e-05
1645940494.513891,2304,4.347521826275624e-05
1645940587.67706,2560,4.8462075938005e-05
1645940675.665188,2816,4.99986344948411e-05
1645940762.732398,3072,4.999314114684239e-05
1645940849.748266,3328,4.9983165808953345e-05
1645940937.498564,3584,4.996871211915277e-05
1645941030.249464,3840,4.994977643946186e-05
1645941117.996586,4096,4.992636604583822e-05
1645941206.392669,4352,4.989848457626067e-05
1645941294.6162298,4608,4.986613930668682e-05
1645941382.553881,4864,4.982932659913786e-05
1645941475.206811,5120,4.9788061005529016e-05
1645941563.42455,5376,4.9742353439796716e-05
1645941651.176238,5632,4.9692207539919764e-05
1645941739.34738,5888,4.9637630581855774e-05
1645941827.500017,6144,4.9578637117519975e-05
1645941921.312312,6400,4.9515227146912366e-05
1645942009.717564,6656,4.94474261358846e-05
1645942098.494348,6912,4.937523772241548e-05
1645942186.869178,7168,4.929867645842023e-05
1645942276.405092,7424,4.921775689581409e-05
1645942372.791726,7680,4.913249722449109e-05
1645942461.517005,7936,4.9042901082430035e-05
1645942550.061044,8192,4.8948993935482576e-05
1645942638.735115,8448,4.885079397354275e-05
1645942726.688131,8704,4.8748312110546976e-05
1645942820.552888,8960,4.8641573812346905e-05
1645942908.929442,9216,4.8530593630857766e-05
1645942997.087801,9472,4.8415386117994785e-05
1645943084.7659833,9728,4.8295987653546035e-05
1645943173.035864,9984,4.8172412789426744e-05
1645943267.452985,10240,4.804467243957333e-05
1645943365.061131,10496,4.7912799345795065e-05
1645943453.006069,10752,4.777681897394359e-05
1645943541.650685,11008,4.7636749513912946e-05
1645943636.022823,11264,4.7492623707512394e-05
1645943725.404909,11520,4.734445974463597e-05
1645943813.8657,11776,4.719229036709294e-05
1645943903.364439,12032,4.703613740275614e-05
1645943992.307304,12288,4.687603723141365e-05
1645944088.809908,12544,4.671200440498069e-05
1645944179.687298,12800,4.654408257920295e-05
1645944269.090802,13056,4.637229721993208e-05
