Wall time,Step,Value
1645968827.469921,256,2.547961457821657e-06
1645968885.155652,512,7.663868927920703e-06
1645968952.714926,768,1.2779775715898722e-05
1645969012.998073,1024,1.7895683413371444e-05
1645969077.458403,1280,2.301158929185476e-05
1645969134.104768,1536,2.8127496989327483e-05
1645969190.619763,1792,3.324340650578961e-05
1645969247.194662,2048,3.835931056528352e-05
1645969303.737766,2304,4.347521826275624e-05
1645969365.702685,2560,4.8462075938005e-05
1645969422.328707,2816,4.99986344948411e-05
1645969478.9048462,3072,4.999314114684239e-05
1645969535.113171,3328,4.9983165808953345e-05
1645969591.519016,3584,4.996871211915277e-05
1645969655.926867,3840,4.994977643946186e-05
1645969712.218241,4096,4.992636604583822e-05
1645969768.434755,4352,4.989848457626067e-05
1645969824.857377,4608,4.986613930668682e-05
1645969881.163049,4864,4.982932659913786e-05
1645969942.050115,5120,4.9788061005529016e-05
1645969998.523104,5376,4.9742353439796716e-05
1645970055.024835,5632,4.9692207539919764e-05
1645970111.47663,5888,4.9637630581855774e-05
1645970167.967047,6144,4.9578637117519975e-05
1645970229.19437,6400,4.9515227146912366e-05
1645970285.5531478,6656,4.94474261358846e-05
1645970341.898714,6912,4.937523772241548e-05
1645970398.594834,7168,4.929867645842023e-05
1645970455.125432,7424,4.921775689581409e-05
1645970516.402499,7680,4.913249722449109e-05
1645970572.995523,7936,4.9042901082430035e-05
1645970629.275665,8192,4.8948993935482576e-05
1645970685.6202707,8448,4.885079397354275e-05
1645970741.955686,8704,4.8748312110546976e-05
1645970803.250777,8960,4.8641573812346905e-05
1645970859.792465,9216,4.8530593630857766e-05
1645970916.241341,9472,4.8415386117994785e-05
1645970972.676914,9728,4.8295987653546035e-05
1645971029.192906,9984,4.8172412789426744e-05
1645971090.246239,10240,4.804467243957333e-05
1645971146.669661,10496,4.7912799345795065e-05
1645971203.094568,10752,4.777681897394359e-05
1645971259.682711,11008,4.7636749513912946e-05
1645971320.8363447,11264,4.7492623707512394e-05
1645971377.486738,11520,4.734445974463597e-05
1645971434.078232,11776,4.719229036709294e-05
1645971490.927597,12032,4.703613740275614e-05
1645971547.671327,12288,4.687603723141365e-05
1645971609.414025,12544,4.671200440498069e-05
1645971665.983951,12800,4.654408257920295e-05
1645971722.610769,13056,4.637229721993208e-05
1645971779.054096,13312,4.619667015504092e-05
1645971835.854875,13568,4.601725231623277e-05
1645971897.246337,13824,4.583405825542286e-05
1645971954.02267,14080,4.564712435239926e-05
