Wall time,Step,Value
1645968827.472174,256,1514.078125
1645968885.157675,512,1514.078125
1645968952.717232,768,1514.078125
1645969013.000113,1024,1514.078125
1645969077.460354,1280,1514.078125
1645969134.106727,1536,1514.078125
1645969190.621698,1792,1514.078125
1645969247.196592,2048,1514.078125
1645969303.739769,2304,1514.078125
1645969365.70473,2560,1514.078125
1645969422.330627,2816,1514.078125
1645969478.906816,3072,1514.078125
1645969535.115467,3328,1514.078125
1645969591.5211,3584,1514.078125
1645969655.928844,3840,1514.078125
1645969712.220386,4096,1514.078125
1645969768.436741,4352,1514.078125
1645969824.859566,4608,1514.078125
1645969881.165085,4864,1514.078125
1645969942.052137,5120,1514.078125
1645969998.52502,5376,1514.078125
1645970055.027049,5632,1514.078125
1645970111.479076,5888,1514.078125
1645970167.969064,6144,1514.078125
1645970229.196585,6400,1514.078125
1645970285.555319,6656,1514.078125
1645970341.90096,6912,1514.078125
1645970398.597066,7168,1514.078125
1645970455.127427,7424,1514.078125
1645970516.404632,7680,1514.078125
1645970572.99746,7936,1514.078125
1645970629.277718,8192,1514.078125
1645970685.6222668,8448,1514.078125
1645970741.957603,8704,1514.078125
1645970803.252752,8960,1514.078125
1645970859.794662,9216,1514.078125
1645970916.243341,9472,1514.078125
1645970972.678924,9728,1514.078125
1645971029.19501,9984,1514.078125
1645971090.2482328,10240,1514.078125
1645971146.671738,10496,1514.078125
1645971203.096541,10752,1514.078125
1645971259.684673,11008,1514.078125
1645971320.838672,11264,1514.078125
1645971377.488771,11520,1514.078125
1645971434.080541,11776,1514.078125
1645971490.929569,12032,1514.078125
1645971547.673259,12288,1514.078125
1645971609.416204,12544,1514.078125
1645971665.985894,12800,1514.078125
1645971722.612731,13056,1514.078125
1645971779.056086,13312,1514.078125
1645971835.856924,13568,1514.078125
1645971897.248571,13824,1514.078125
1645971954.024767,14080,1514.078125
1645972010.655818,14336,1514.078125
1645972066.973532,14592,1514.078125
1645972123.353406,14848,1514.078125
1645972184.544284,15104,1514.078125
1645972241.618107,15360,1514.078125
1645972298.623892,15616,1514.078125
1645972355.783759,15872,1514.078125
1645972423.676652,16128,1514.078125
1645972485.798976,16384,1514.078125
1645972542.085897,16640,1514.078125
1645972598.264319,16896,1514.078125
1645972654.698425,17152,1514.078125
1645972711.028108,17408,1514.078125
1645972772.509911,17664,1514.078125
1645972828.8255308,17920,1514.078125
1645972885.205131,18176,1514.078125
1645972941.458949,18432,1514.078125
1645972997.717004,18688,1514.078125
1645973059.013144,18944,1514.078125
1645973115.476341,19200,1514.078125
1645973171.672699,19456,1514.078125
1645973227.985326,19712,1514.078125
1645973284.514341,19968,1514.078125
1645973345.507484,20224,1514.078125
1645973401.981302,20480,1514.078125
1645973458.491212,20736,1514.078125
1645973514.851984,20992,1514.078125
1645973571.376432,21248,1514.078125
1645973632.272428,21504,1514.078125
1645973688.652315,21760,1514.078125
1645973745.389422,22016,1514.078125
1645973801.70779,22272,1514.078125
1645973862.440563,22528,1514.078125
1645973918.630274,22784,1514.078125
1645973975.022448,23040,1514.078125
1645974031.584325,23296,1514.078125
1645974087.89731,23552,1514.078125
1645974149.022942,23808,1514.078125
1645974205.65669,24064,1514.078125
1645974262.131779,24320,1514.078125
1645974318.7892463,24576,1514.078125
1645974375.433171,24832,1514.078125
1645974438.772783,25088,1514.078125
1645974495.256574,25344,1514.078125
1645974551.646706,25600,1514.078125
1645974607.972044,25856,1514.078125
1645974664.239816,26112,1514.078125
1645974725.666677,26368,1514.078125
1645974781.918657,26624,1514.078125
1645974838.324345,26880,1514.078125
1645974894.706215,27136,1514.078125
