Size,Accuracy,Act Size Max,Act Size Sum,Loss,Weight Size
2,0.4516601563,96.79999542,1883.351929,3.264798403,713.9320679
2.1,0.4694010317,96.79999542,1947.196167,3.182289124,712.7800293
2.2,0.440266937,96.79999542,1959.296021,3.327469826,701.7720337
2.3,0.4938150942,145.2000122,2096.040039,3.067125559,755.0200195
2.4,0.506184876,145.2000122,2156.526123,3.004380465,772.8120117
2.5,0.5307617188,145.2000122,2248.980225,2.902335167,807.9480591
2.6,0.5493164063,145.2000122,2341.28418,2.833686829,830.2841187
2.7,0.5598958135,145.2000122,2406.696045,2.796729326,859.8520508
2.8,0.5670573115,145.2000122,2498.763916,2.780300856,896.7800903
2.9,0.5668945313,145.2000122,2588.612061,2.784169436,925.4360352
3,0.5620117188,145.2000122,2676.924072,2.800451994,960.3770142
3.1,0.5662434697,145.2000122,2740.560303,2.778010607,977.7211304
3.2,0.5685221553,145.2000122,2855.496094,2.773073912,1025.209106
3.3,0.5743815303,145.2000122,2923.15625,2.765846252,1059.001099
3.4,0.5844726563,193.5999908,3035.400146,2.718405485,1090.873047
3.5,0.591796875,193.5999908,3123.9021,2.694301605,1117.369019
3.6,0.59375,193.5999908,3213.972412,2.672349215,1145.977051
3.7,0.6004231572,193.5999908,3292.712158,2.639760733,1185.449097
3.8,0.6027018428,193.5999908,3390.400146,2.637392998,1218.025024
3.9,0.6062825322,193.5999908,3476.400146,2.637272835,1248.617065
4,0.603841126,242.0000153,3558.440186,2.628188372,1259.942017
