Size,Accuracy,Act Size Max,Act Size Sum,Loss,Weight Size
2,0.63346356,75.26399994,561.7280273,2.503830194,2993.945068
2.1,0.63216144,75.26399994,567.9360352,2.475312233,3082.906006
2.2,0.60498047,75.26399994,589.8880005,2.623725176,3156.53125
2.3,0.65120441,75.26399994,593.1520386,2.419411421,3360.503174
2.4,0.65673828,75.26399994,630.7841187,2.389640093,3505.264893
2.5,0.66048175,75.26399994,655.8720093,2.378596544,3588.574951
2.6,0.66780597,75.26399994,684.0960083,2.351566553,3734.531982
2.7,0.67464191,75.26399994,706.0480347,2.31429553,3941.788818
2.8,0.67871094,75.26399994,718.6560059,2.31839633,4088.533447
2.9,0.68277997,75.26399994,750.0160522,2.296687841,4228.771973
3,0.67610675,75.26399994,743.6801147,2.292176008,4366.059082
3.1,0.67919922,100.3519974,775.1040649,2.291525841,4497.419922
3.2,0.67805988,100.3519974,800.1919556,2.283454895,4671.885254
3.3,0.67985028,100.3519974,825.2800903,2.289270163,4798.129395
3.4,0.68131512,100.3519974,859.776062,2.284338236,4956.140137
3.5,0.68098956,100.3519974,881.7280273,2.288438082,5107.783203
3.6,0.67903644,100.3519974,916.2240601,2.280240297,5229.879395
3.7,0.67985028,100.3519974,938.1759644,2.274552345,5386.646973
3.8,0.68457031,100.3519974,960.1919556,2.256841421,5543.880371
3.9,0.68570966,100.3519974,985.2160034,2.25860858,5687.487793
4,0.68880206,125.4400024,1010.368103,2.266147614,5839.927734
