Size,Accuracy,Act Size Max,Act Size Sum,Loss,Weight Size
2,0.63427734,75.26399994,564.8000488,2.481261969,2992.087158
2.1,0.64453125,75.26399994,636.9280396,2.415241957,3076.843994
2.2,0.64290363,75.26399994,687.1040039,2.41537261,3113.583252
2.3,0.64078778,75.26399994,693.3760376,2.430949211,3344.495361
2.4,0.64990234,75.26399994,715.328064,2.393683672,3606.127197
2.5,0.65543622,100.3519974,721.6640625,2.371044874,3434.455078
2.6,0.65901691,100.3519974,746.7520142,2.3562603,3600.343506
2.7,0.65462238,100.3519974,740.4800415,2.375152588,3591.127197
2.8,0.65966797,100.3519974,759.2319946,2.351974249,4028.886963
2.9,0.65934247,100.3519974,768.6400757,2.343541861,4056.660156
3,0.67301434,100.3519974,775.0400391,2.327730417,4323.412109
3.1,0.66796875,100.3519974,784.3840332,2.330802679,4338.287109
3.2,0.67366534,100.3519974,812.6720581,2.305040598,4445.268066
3.3,0.67382813,100.3519974,831.4880981,2.308232546,4592.599121
3.4,0.66780597,100.3519974,881.6640625,2.322166204,4744.788574
3.5,0.67252606,100.3519974,919.2959595,2.315527678,4786.647949
3.6,0.67773438,100.3519974,903.6160278,2.295167685,5037.29248
3.7,0.67692059,100.3519974,931.8400269,2.296804905,5331.180176
3.8,0.68245441,100.3519974,950.7200317,2.280372858,5411.328613
3.9,0.68343097,100.3519974,975.8080444,2.287512064,5474.664551
4,0.68554688,125.4400024,1013.440002,2.263896465,5718.88916
