Size,Accuracy,Act Size Max,Act Size Sum,Loss,Weight Size
2,0.5919597,301.0559998,1992.908081,2.659115076,901.710022
2.1,0.6171875,301.0559998,2092.476318,2.563084602,926.2440796
2.2,0.6225586,451.5840149,2168.364014,2.552016497,954.6240234
2.3,0.6282552,451.5840149,2280.084229,2.520082235,987.815979
2.4,0.6406250,451.5840149,2380.044189,2.477382421,1018.572083
2.5,0.6383464,451.5840149,2458.28418,2.452840567,1082.981079
2.6,0.6471354,451.5840149,2581.532227,2.445016384,1125.093872
2.7,0.6432292,451.5840149,2635.236084,2.438428164,1161.44812
2.9,0.6557617,602.1119995,2875.140381,2.395651102,1113.912109
2.8,0.6541341,602.1119995,2754.244141,2.392310143,1168.008911
3,0.6625977,602.1119995,2949.424072,2.376746893,1187.219116
3.1,0.6692708,602.1119995,3075.648193,2.341076374,1207.194214
3.2,0.6770833,602.1119995,3151.304443,2.32327342,1349.869019
3.4,0.6811523,602.1119995,3374.120361,2.303613901,1357.102051
3.3,0.6822917,602.1119995,3272.628174,2.30796361,1376.327026
3.5,0.6858724,602.1119995,3468.948486,2.292401075,1387.822144
3.6,0.6845703,752.6400757,3572.436279,2.293082952,1407.880005
3.7,0.6883138,752.6400757,3673.608154,2.281973124,1455.963013
3.8,0.6920573,752.6400757,3767.26001,2.263164759,1504.852051
3.9,0.6928711,752.6400757,3870.748291,2.264303923,1543.340942
4,0.6972656,752.6400757,3970.511963,2.248316765,1727.317261
2,0.5888671875,301.0559998,1983.500122,2.645416021,901.8900757
2.1,0.6184895635,301.0559998,2092.476318,2.569529772,923.1720581
2.2,0.6287434697,451.5840149,2188.908203,2.533713341,954.3960571
2.3,0.634765625,451.5840149,2282.435791,2.491349936,979.8600464
2.4,0.638997376,451.5840149,2383.179932,2.463547707,1000.140076
2.5,0.6396484375,451.5840149,2458.28418,2.466239452,1082.357056
2.6,0.6476237178,451.5840149,2579.019775,2.416145086,1119.893066
2.7,0.646484375,451.5840149,2676.200195,2.445534945,1044.606079
2.8,0.6538085938,602.1119995,2772.828125,2.439521551,1212.876099
2.9,0.6505534053,602.1119995,2875.140381,2.408378839,1108.255981
3,0.6686198115,602.1119995,2978.824219,2.350281715,1151.442017
3.1,0.6720377803,602.1119995,3073.688232,2.343840599,1206.81604
3.2,0.673828125,602.1119995,3176.000244,2.333005667,1356.973022
3.3,0.6808268428,602.1119995,3272.628174,2.300755262,1373.147095
3.4,0.6809895635,602.1119995,3367.8479,2.30611968,1357.102051
3.5,0.6844075322,602.1119995,3470.908203,2.295374632,1376.410034
3.6,0.687825501,752.6400757,3570.084229,2.287106752,1415.680054
3.7,0.689778626,752.6400757,3673.020264,2.276482344,1452.225098
3.8,0.6896159053,752.6400757,3771.804443,2.264189243,1499.812012
3.9,0.6907551885,752.6400757,3868.39624,2.265668154,1539.315063
4,0.6967773438,752.6400757,3969.336182,2.24293232,1726.921021
