Size,Accuracy,Act Size Max,Act Size Sum,Loss,Weight Size
2,0.599283874,301.0559998,1987.652222,2.62451911,939.394104
2.1,0.6083984375,301.0559998,2008.036133,2.581949711,963.6312866
2.2,0.6264648438,301.0559998,2183.6521,2.510989428,987.7868042
2.3,0.6297200322,301.0559998,2119.364014,2.503980875,1019.954895
2.4,0.6365559697,301.0559998,2299.291992,2.471339941,1059.708984
2.5,0.6412760615,301.0559998,2358.679932,2.450554848,1101.201294
2.6,0.6490885615,301.0559998,2466.444092,2.405668974,1138.6875
2.7,0.6593424678,301.0559998,2540.924072,2.384605169,1180.518677
2.8,0.6567382813,451.5840149,2756.916016,2.391413927,1084.997925
2.9,0.6560872197,451.5840149,2827.316162,2.372362375,1120.348633
3,0.6595051885,451.5840149,2824.767822,2.364914179,1157.365112
3.1,0.674153626,451.5840149,3075.256104,2.326532602,1201.35144
3.2,0.6692708135,451.5840149,3090.544189,2.354097128,1239.889526
3.3,0.6730143428,602.1119995,3187.76001,2.323301792,1309.673706
3.4,0.681966126,602.1119995,3356.712158,2.299101591,1345.028687
3.5,0.6827799678,602.1119995,3446.871826,2.292384624,1377.038452
3.6,0.6798502803,602.1119995,3548.400146,2.287603378,1438.432617
3.7,0.6814778447,602.1119995,3628.36792,2.293221235,1476.046387
3.8,0.687825501,602.1119995,3758.316162,2.273881197,1650.13855
3.9,0.6927083135,752.6400757,3827.468506,2.274819136,1535.232788
4,0.6905924678,752.6400757,3971.884521,2.269352674,1577.754883
