Size,Accuracy,Act Size Max,Act Size Sum,Loss,Weight Size
2,0.6048177,301.0559998,1993.140259,2.602170229,938.3245239
2.1,0.6230469,301.0559998,2093.884033,2.543467522,957.8184204
2.2,0.6357422,301.0559998,2190.316162,2.508295298,985.894043
2.3,0.6435547,301.0559998,2286.515869,2.460253716,1017.972656
2.4,0.6546224,301.0559998,2378.048096,2.429370642,1053.870972
2.5,0.6499023,451.5840149,2481.732178,2.438207626,1094.248535
2.6,0.6598307,451.5840149,2580.320068,2.398971796,1134.420898
2.7,0.6604818,451.5840149,2679.300049,2.408355474,1176.631958
2.8,0.6697591,451.5840149,2778.868164,2.373343229,1218.976685
2.9,0.6606445,451.5840149,2879.256104,2.370572329,1115.515015
3,0.6634114,451.5840149,2978.824219,2.364492178,1172.19873
3.1,0.6658528,602.1119995,3064.476318,2.355877876,1196.526489
3.2,0.6687825,602.1119995,3176.196045,2.349471331,1239.691772
3.3,0.6741536,602.1119995,3276.548096,2.328657389,1281.173462
3.4,0.6725261,602.1119995,3375.920166,2.323497534,1332.504028
3.5,0.6759440,602.1119995,3420.216064,2.310185194,1381.776245
3.6,0.6762695,752.6400757,3573.488281,2.311209679,1445.723755
3.7,0.6772461,752.6400757,3671.880127,2.305031776,1470.369995
3.8,0.6764323,752.6400757,3746.128174,2.301111221,1500.848022
3.9,0.6904297,752.6400757,3868.39624,2.275363684,1536.223145
4,0.6922200,752.6400757,3958.752197,2.256051779,1579.619995
