Size,Accuracy,Act Size Max,Act Size Sum,Loss,Weight Size
2,0.4868164,301.0559998,1675.656128,3.054364204,1200.009888
2.1,0.5058594,301.0559998,1786.200073,3.032011032,1222.036011
2.2,0.5305989,301.0559998,1866.952148,2.883934021,1294.906128
2.3,0.5571289,301.0559998,1939.435913,2.771892548,1263.31604
2.4,0.5613607,301.0559998,2002.780151,2.76157093,1348.618042
2.5,0.5751953,301.0559998,2058.212158,2.688182592,1294.906128
2.6,0.6002604,301.0559998,2105.252197,2.612063408,1479.104126
2.7,0.6124675,301.0559998,2154.644287,2.5438416,1534.255981
2.8,0.6619466,451.5840149,2330.884033,2.363537073,1612.005981
2.9,0.6617839,451.5840149,2418.10376,2.339835882,1662.844116
3,0.6637370,451.5840149,2519.240234,2.329616785,1717.358032
3.1,0.6829427,451.5840149,2581.176025,2.262811899,1774.19519
3.2,0.6868489,451.5840149,2655.032227,2.230551004,1815.710083
3.3,0.6884766,451.5840149,2753.816162,2.261486053,1889.682007
3.4,0.6922200,451.5840149,2836.296143,2.222931147,1953.794067
3.5,0.6944987,451.5840149,2920.968018,2.227102518,1983.382935
3.6,0.7045898,451.5840149,2989.176025,2.172029495,2046.229126
3.7,0.7124023,451.5840149,3026.220459,2.145727396,2118.631104
3.8,0.7226563,602.1119995,3172.63208,2.105568647,2177.625
3.9,0.7229818,602.1119995,3253.224365,2.115114212,2221.851318
4,0.7241211,602.1119995,3323.784424,2.103602886,2293.579102
