Size,Accuracy,Act Size Max,Act Size Sum,Loss,Weight Size
2,0.44519,96.79999542,1859.832031,3.311232328,698.9400024
2.2,0.4552,96.79999542,1979.535767,3.268131018,729.6600952
2.4,0.505676,145.1999969,2142.414063,3.048032045,758.9081421
2.6,0.550151,145.1999969,2334.568115,2.864690065,839.9319458
2.8,0.569641,145.1999969,2495.420166,2.779643297,902.0120239
3,0.565308,145.1999969,2669.320068,2.792209864,941.9289551
3.2,0.579346,145.1999969,2852.359619,2.737403631,1002.025085
3.2,0.579183,145.1999969,2855.496094,2.737801313,1001.513
3.4,0.591838,193.5999908,3029.128662,2.6851511,1066.985229
3.6,0.601217,193.5999908,3214.756104,2.643784761,1131.689209
3.8,0.609009,193.5999908,3390.843994,2.61245656,1207.913086
4,0.609884,193.5999908,3565.15625,2.606440306,1270.424927
