Size,Accuracy,Act Size Max,Act Size Sum,Loss,Weight Size
2,0.625875,75.26399231,564.8640747,2.494280815,2928.087646
2.2,0.644857,75.26399231,590.0160522,2.427130938,3191.767334
2.4,0.650879,75.26399231,630.7841187,2.404133558,3486.679443
2.6,0.662231,75.26399231,684.0961304,2.362362146,3486.804443
2.8,0.671956,75.26399231,706.0479126,2.313855886,3993.683838
3,0.669393,100.3519974,759.3600464,2.321701288,4265.555664
3.2,0.674215,100.3519974,815.8080444,2.307130098,4561.644043
3.4,0.678345,100.3519974,859.776062,2.289579391,4856.555664
3.6,0.680827,100.3519974,916.223938,2.281212568,5077.740723
3,0.670919,100.3519974,759.3600464,2.321152925,4283.988281
3.2,0.674947,100.3519974,815.8720093,2.301630735,4561.644043
3.4,0.678609,100.3519974,859.776062,2.289978027,4856.555664
3.6,0.680583,100.3519974,916.223938,2.279251099,5096.172363
3.8,0.685649,100.3519974,960.1279907,2.264437914,5501.67627
4,0.685649,100.3519974,997.8241577,2.260655642,5639.016113
