Size,Accuracy,Act Size Max,Act Size Sum,Loss,Weight Size
2,0.495789,96.79999542,1873.97644,3.085701227,727.5947876
2.2,0.515157,96.79999542,1995.628296,2.996112585,763.8272095
2.4,0.526855,145.1999969,2145.14624,2.928871393,809.484314
2.6,0.549947,145.1999969,2331.779785,2.82202363,862.8574219
2.8,0.597697,145.1999969,2504.828125,2.638937235,904.7227173
3,0.588521,145.1999969,2678.252197,2.682981253,938.2658691
3.2,0.603048,145.1999969,2855.019775,2.627295971,1030.045288
3.4,0.621379,193.5999908,3023.046631,2.559744835,1093.766724
3,0.589905,145.1999969,2678.252197,2.68260026,939.2402954
3.2,0.603027,145.1999969,2855.019775,2.622957945,1030.003784
3.4,0.618754,193.5999908,3021.51001,2.56561017,1093.861328
3.6,0.631226,193.5999908,3213.972412,2.514225721,1157.704102
3.8,0.639608,193.5999908,3385.015869,2.477658033,1221.61792
4,0.643372,193.5999908,3549.476318,2.47224021,1285.601685
