Size,Accuracy,Act Size Max,Act Size Sum,Loss,Weight Size
2,0.604045,301.0559692,1986.671997,2.616308451,938.3584595
2.2,0.626872,301.0559692,2126.420166,2.523393393,989.7190552
2.4,0.645487,301.0559692,2267.736084,2.448132515,1059.203369
2.6,0.657593,301.0559692,2463.30835,2.404196024,1139.23938
2.8,0.659505,451.5840149,2747.544678,2.379329443,1085.286987
3,0.665914,602.1119385,2937.664063,2.355837822,1156.869019
3.2,0.670288,602.1119385,3127.000244,2.330322504,1235.825073
3.4,0.676147,602.1119385,3326.563721,2.306045294,1482.878052
3.6,0.675293,602.1119385,3557.059814,2.301567793,1569.702026
3.8,0.681986,602.1119385,3723.428467,2.277308702,1649.99353
4,0.697388,752.6400757,3944.480225,2.237147331,1737.952515
2,0.604838,301.0559692,1967.855957,2.612187624,939.6989136
2.2,0.623413,301.0559692,2054.683838,2.530819178,990.7053833
2.4,0.643433,301.0559692,2280.86792,2.450145006,1059.099976
2.6,0.658223,301.0559692,2476.86792,2.405351639,1139.795044
2.8,0.659871,451.5840149,2745.15625,2.380904436,1087.858276
3,0.665548,602.1119385,2931.392334,2.354786634,1160.05188
3.2,0.680888,602.1119385,3144.248047,2.304257393,1395.908203
3.4,0.677063,451.5840149,3218.371826,2.304919958,1481.746216
3.6,0.675354,602.1119385,3564.508057,2.303522348,1569.504028
3.8,0.686991,752.6400757,3733.227783,2.267935514,1650.069702
4,0.695699,752.6400757,3960.944336,2.242431641,1578.058716
