Size,Accuracy,Act Size Max,Act Size Sum,Loss,Weight Size
2,0.635173,75.26399231,564.8640747,2.472841501,2992.087158
2.2,0.641032,75.26399231,671.4239502,2.430653334,3310.039063
2.4,0.651449,75.26399231,662.0800171,2.388696909,3595.734619
2.6,0.661214,100.3519974,727.9360352,2.353416443,3886.039307
2.8,0.663127,100.3519974,759.2319946,2.339678288,3821.5271
3,0.671794,100.3519974,793.8560181,2.305874109,4316.756836
3.2,0.667257,100.3519974,844.0321655,2.325860977,4655.574707
3.4,0.676615,100.3519974,856.5761108,2.292979479,4695.276855
3.6,0.680094,100.3519974,928.7040405,2.281169891,5258.476074
3.8,0.681661,100.3519974,966.4000854,2.278933287,5542.63623
4,0.68512,125.4399796,1019.711975,2.259262323,5800.961426
2.2,0.651143,75.26399231,693.3760376,2.38921237,3261.039063
2.4,0.650818,100.3519974,743.5521851,2.389881849,3618.774658
2.6,0.650859,75.26399231,702.8480835,2.391026735,3881.430908
2.8,0.664327,100.3519974,759.2319946,2.337300539,4038.102783
3,0.673238,100.3519974,768.7680664,2.309464931,4323.412598
3.2,0.676737,100.3519974,812.671936,2.294265985,4445.268555
3.4,0.676331,100.3519974,881.6640625,2.293288469,4989.012207
3.6,0.679708,100.3519974,903.6161499,2.278924942,5036.268555
3.8,0.68042,100.3519974,969.5360718,2.282155752,5220.588867
4,0.684713,125.4399796,1019.711975,2.259200811,5796.714355
